"","Rd","#","Phase","POS","Drafted From","Year","Tm","Name"
"291",9,291,"JR","P","Northwest Florida State College",2011,"Chicago White Sox","Matthew Lane"
"292",9,292,"JR","3B","Kent State University",2011,"Boston Red Sox","Travis Shaw"
"293",9,293,"JR","RHP","Lincoln Trail College",2011,"San Diego Padres","Justin Hancock"
"294",9,294,"JR","CF","Helix Charter High School (La Mesa, CA)",2011,"Texas Rangers","Rashad Harlin"
"295",9,295,"JR","P","University of Texas",2011,"Cincinnati Reds","Cole Green"
"296",9,296,"JR","LF","Cameron University",2011,"Atlanta Braves","Chase Larsson"
"297",9,297,"JR","RHP","Miami-Dade College",2011,"San Francisco Giants","Derek Law"
"298",9,298,"JR","SS","Troy University",2011,"Minnesota Twins","Nicholas Bryant"
"299",9,299,"JR","P","Lewis-Clark State College",2011,"New York Yankees","Zachary Arneson"
"300",9,300,"JR","C","Western Kentucky University",2011,"Tampa Bay Rays","James Rice"
"301",9,301,"JR","C","Northeastern Junior College",2011,"Philadelphia Phillies","Logan Moore"
"302",10,302,"JR","CF","University of Maine",2011,"Pittsburgh Pirates","Taylor Lewis"
"303",10,303,"JR","2B","Siena College",2011,"Seattle Mariners","Daniel Paolini"
"304",10,304,"JR","P","Texas Christian University",2011,"Arizona Diamondbacks","Kyle Winkler"
"305",10,305,"JR","P","University of Virginia",2011,"Baltimore Orioles","Tyler Wilson"
"306",10,306,"JR","P","Georgia Southern University",2011,"Kansas City Royals","Matt Murray"
"307",10,307,"JR","P","Barry University",2011,"Washington Nationals","Manny Rodriguez"
"308",10,308,"JR","P","Cal Poly",2011,"Cleveland Indians","Jeffrey Johnson"
"309",10,309,"JR","SS","Hebron Christian Academy (Dacula, GA)",2011,"Chicago Cubs","Daniel Lockhart"
"310",10,310,"JR","P","Kent State University",2011,"Houston Astros","Kyle Hallock"
"311",10,311,"JR","P","Oklahoma State University",2011,"Milwaukee Brewers","Michael Strong"
"312",10,312,"JR","P","Woodbridge High School (Irvine, CA)",2011,"New York Mets","Matthew Budgell"
"313",10,313,"JR","P","University of California-Davis",2011,"Miami Marlins","Scott Lyman"
"314",10,314,"JR","P","Westchester High School (Los Angeles, CA)",2011,"Los Angeles Dodgers","Jamal Moore"
"315",10,315,"JR","CF","University of Memphis",2011,"Los Angeles Angels","Drew Martinez"
"316",10,316,"JR","OF","California State University, Fresno",2011,"Oakland Athletics","Dusty Robinson"
"317",10,317,"JR","C","Vanderbilt University",2011,"Detroit Tigers","Curt Casali"
"318",10,318,"JR","P","St. Olaf College",2011,"Colorado Rockies","Benjamin Hughes"
"319",10,319,"JR","P","Ball High School (Galveston, TX)",2011,"Toronto Blue Jays","Aaron Garza"
"320",10,320,"JR","CF","McCluer (Florissant,MO)",2011,"St. Louis Cardinals","Lance Jeffries"
"321",10,321,"JR","P","Santa Fe Community College",2011,"Chicago White Sox","Benjamin O'Shea"
"322",10,322,"JR","CF","University of Wisconsin-Stevens Point",2011,"Boston Red Sox","Cody Koback"
"323",10,323,"JR","C","College of Charleston",2011,"San Diego Padres","Robert Kral"
"324",10,324,"JR","C","Limestone College",2011,"Texas Rangers","Joe Maloney"
"325",10,325,"JR","P","Baylor University",2011,"Cincinnati Reds","Ronald Pinckard"
"326",10,326,"JR","SS","Western Kentucky University",2011,"Atlanta Braves","Logan Robbins"
"327",10,327,"JR","CF","",2011,"San Francisco Giants","Kentrell Hill"
"328",10,328,"JR","P","St. Petersburg College",2011,"Minnesota Twins","Brett Lee"
"329",10,329,"JR","P","Eastern Oklahoma State College",2011,"New York Yankees","Jon Gray"
"330",10,330,"JR","RHP","Gahr High School (Cerritos, CA)",2011,"Tampa Bay Rays","Jacob Faria"
"331",10,331,"JR","SS","University School of Nashville (Nashville, TN)",2011,"Philadelphia Phillies","Jake Overbey"
"332",11,332,"JR","CF","Houston Academy (Dothan,AL)",2011,"Pittsburgh Pirates","Jo-El Bennett-Lowe"
"333",11,333,"JR","P","University of Dayton",2011,"Seattle Mariners","Cameron Hobson"
"334",11,334,"JR","P","Cumberland University",2011,"Arizona Diamondbacks","William Locante"
"335",11,335,"JR","C","University of Illinois",2011,"Baltimore Orioles","Adam Davis"
"336",11,336,"JR","CF","Milford High School (Milford,DE)",2011,"Kansas City Royals","Rell Allen"
"337",11,337,"JR","OF","University of Houston",2011,"Washington Nationals","Caleb Ramsey"
"338",11,338,"JR","P","Angelina College",2011,"Cleveland Indians","Luis DeJesus"
"339",11,339,"JR","CF","Valley Christian High School (San Jose, CA)",2011,"Chicago Cubs","Shawon Dunston"
"340",11,340,"JR","CF","University of Minnesota",2011,"Houston Astros","Justin Gominsky"
"341",11,341,"JR","P","University of Florida",2011,"Milwaukee Brewers","Thomas Toledo"
"342",11,342,"JR","P","Lawrence Central (Indianapolis, IN)",2011,"New York Mets","Christian Montgomery"
"343",11,343,"JR","P","Georgia Institute of Technology",2011,"Miami Marlins","Jacob Esch"
"344",11,344,"JR","SS","University of South Carolina",2011,"Los Angeles Dodgers","David Wingo"
"345",11,345,"JR","P","Liberty University",2011,"Los Angeles Angels","Garrett Baker"
"346",11,346,"JR","P","Davidson College",2011,"Oakland Athletics","Christopher Lamb"
"347",11,347,"JR","1B","Barry University",2011,"Detroit Tigers","Rodger Green"
"348",11,348,"JR","P","Loyola Marymount University",2011,"Colorado Rockies","Alex Gillingham"
"349",11,349,"JR","SS","University of Arizona",2011,"Toronto Blue Jays","Andy Burns"
"350",11,350,"JR","P","East Carolina University",2011,"St. Louis Cardinals","Seth Maness"
"351",11,351,"JR","P","University of Hawaii",2011,"Chicago White Sox","Blair Walters"
"352",11,352,"JR","P","Chico State",2011,"Boston Red Sox","Kevin Brahney"
"353",11,353,"JR","SS","Auburn University",2011,"San Diego Padres","Casey McElroy"
"354",11,354,"JR","RHP","Howard College",2011,"Texas Rangers","Connor Sadzeck"
"355",11,355,"JR","P","Killarney (Vancouver,BC)",2011,"Cincinnati Reds","Vaughn Covington"
"356",11,356,"JR","IF","Buchanan High School (Clovis, CA)",2011,"Atlanta Braves","Seth Moranda"
"357",11,357,"JR","CF","Puerto Rico Baseball Academy (Gurabo, Puerto Rico)",2011,"San Francisco Giants","Christian Diaz"
"358",11,358,"JR","P","Louisiana State University",2011,"Minnesota Twins","Tyler Jones"
"359",11,359,"JR","P","Longwood University",2011,"New York Yankees","Mark Montgomery"
"360",11,360,"JR","1B","University of Oklahoma",2011,"Tampa Bay Rays","Cameron Seitzer"
"361",11,361,"JR","SS","West Boca Raton High School (Boca Raton, FL)",2011,"Philadelphia Phillies","Tyler Greene"
"362",12,362,"JR","CF","South Grand Prairie (Grand Prairie, TX)",2011,"Pittsburgh Pirates","Candon Myles"
"363",12,363,"JR","C","Franklin Pierce University",2011,"Seattle Mariners","Michael Dowd"
"364",12,364,"JR","SS","University of Illinois",2011,"Arizona Diamondbacks","Joshua Parr"
"365",12,365,"JR","LF","Texas Christian University",2011,"Baltimore Orioles","Jason Coats"
"366",12,366,"JR","P","Park Hill South (Kansas City, MO)",2011,"Kansas City Royals","Adam Schemenauer"
"367",12,367,"JR","P","Indiana University",2011,"Washington Nationals","Blake Monar"
"368",12,368,"JR","P","Samford University",2011,"Cleveland Indians","Steven Sides"
"369",12,369,"JR","P","St. Stanislaus College (Bay Saint Louis, MS)",2011,"Chicago Cubs","Jacob Lindgren"
"370",12,370,"JR","C","University of Mississippi",2011,"Houston Astros","Miles Hamblin"
"371",12,371,"JR","OF","University of North Carolina at Wilmington",2011,"Milwaukee Brewers","Andrew Cain"
"372",12,372,"JR","P","Diamond Bar High School (Diamond Bar, CA)",2011,"New York Mets","Kenny Mathews"
"373",12,373,"JR","LF","Cal State Bakersfield",2011,"Miami Marlins","Ryan McIntyre"
"374",12,374,"JR","1B","Sonoma State University",2011,"Los Angeles Dodgers","O'Koyea Dickson"
"375",12,375,"JR","3B","Seminole High School (Seminole, FL)",2011,"Los Angeles Angels","Joey Krehbiel"
"376",12,376,"JR","OF","North Carolina A&T State University",2011,"Oakland Athletics","Xavier Macklin"
"377",12,377,"JR","OF","Michigan State University",2011,"Detroit Tigers","Jeff Holm"
"378",12,378,"JR","C","Palm Desert (Palm Desert,CA)",2011,"Colorado Rockies","David Schuknecht"
"379",12,379,"JR","CF","Seton Hall Prep (West Orange,NJ)",2011,"Toronto Blue Jays","John Norwood"
"380",12,380,"JR","1B","San Jose State University",2011,"St. Louis Cardinals","Danny Stienstra"
"381",12,381,"JR","P","Lynn University",2011,"Chicago White Sox","Andrew Virgili"
"382",12,382,"JR","P","Menchville (Newport News,VA)",2011,"Boston Red Sox","Deshorn Lake"
"383",12,383,"JR","P","Indiana State University",2011,"San Diego Padres","Colin Rea"
"384",12,384,"JR","P","Marshall University",2011,"Texas Rangers","Gregory Williams"
"385",12,385,"JR","SS","Salpointe Catholic (Tucson, AZ)",2011,"Cincinnati Reds","Joe Serrano"
"386",12,386,"JR","P","University of Arizona",2011,"Atlanta Braves","Matthew Chaffee"
"387",12,387,"JR","SS","Texas Tech University",2011,"San Francisco Giants","Kelby Tomlinson"
"388",12,388,"JR","C","Loyola Marymount University",2011,"Minnesota Twins","Matthew Koch"
"389",12,389,"JR","CF","Grand Valley State University",2011,"New York Yankees","Cody Grice"
"390",12,390,"JR","1B","Shorewood High School (Shoreline, WA)",2011,"Tampa Bay Rays","Trevor Mitsui"
"391",12,391,"JR","RHP","Doctora Conchita Cuevas (Gurabo, PR)",2011,"Philadelphia Phillies","Yacksel Rios"
"392",13,392,"JR","P","Mason City (Mason City,IA)",2011,"Pittsburgh Pirates","Brandon Platts"
"393",13,393,"JR","CF","University of Alabama-Birmingham",2011,"Seattle Mariners","Jamal Austin"
"394",13,394,"JR","P","College of the Holy Cross",2011,"Arizona Diamondbacks","John Pedrotty"
"395",13,395,"JR","RF","Washington State University",2011,"Baltimore Orioles","Derek Jones"
"396",13,396,"JR","P","American University",2011,"Kansas City Royals","Stephen Lumpkins"
"397",13,397,"JR","1B","Texas State University",2011,"Washington Nationals","Casey Kalenkosky"
"398",13,398,"JR","2B","Arizona State University",2011,"Cleveland Indians","Zachary MacPhee"
"399",13,399,"JR","CF","Brookwood High School (Snellville, GA)",2011,"Chicago Cubs","Trey Martin"
"400",13,400,"JR","2B","Clemson University",2011,"Houston Astros","John Hinson"
"401",13,401,"JR","CF","Rickards (Tallahassee, FL)",2011,"Milwaukee Brewers","Mallex Smith"
"402",13,402,"JR","RHP","Westchester High School (Los Angeles, CA)",2011,"New York Mets","Robert Gsellman"
"403",13,403,"JR","SS","University of Florida",2011,"Miami Marlins","Josh Adams"
"404",13,404,"JR","P","Emerson (Emerson,NJ)",2011,"Los Angeles Dodgers","David Palladino"
"405",13,405,"JR","1B","North Augusta (North Augusta,SC)",2011,"Los Angeles Angels","Jackson Whitley"
"406",13,406,"JR","3B","Mercer University",2011,"Oakland Athletics","Jacob Tanis"
"407",13,407,"JR","P","University of Alabama-Birmingham",2011,"Detroit Tigers","Ryan Woolley"
"408",13,408,"JR","P","Louisiana Tech University",2011,"Colorado Rockies","Kyle Roliard"
"409",13,409,"JR","3B","The Colony (The Colony,TX)",2011,"Toronto Blue Jays","Matt Dean"
"410",13,410,"JR","C","Copiah-Lincoln Community College",2011,"St. Louis Cardinals","Kolby Byrd"
"411",13,411,"JR","C","University of California",2011,"Chicago White Sox","Chadd Krist"
"412",13,412,"JR","P","Louisiana State University",2011,"Boston Red Sox","Matthew Ott"
"413",13,413,"JR","RF","McNeese State University",2011,"San Diego Padres","Marvin Orr"
"414",13,414,"JR","OF","Lee University",2011,"Texas Rangers","Christopher Grayson"
"415",13,415,"JR","P","Texas A&M University",2011,"Cincinnati Reds","Nickolas Fleece"
"416",13,416,"JR","CF","Winona State University",2011,"Atlanta Braves","Anthony Mueller"
"417",13,417,"JR","P","Vancouver Island (Vancouver,BC)",2011,"San Francisco Giants","Adam Paulencu"
"418",13,418,"JR","P","Liberty University",2011,"Minnesota Twins","Steven Evans"
"419",13,419,"JR","LF","Sacramento City College",2011,"New York Yankees","Justin James"
"420",13,420,"JR","CF","St. James (Murrells Inlet,SC)",2011,"Tampa Bay Rays","Tanner English"
"421",13,421,"JR","P","University of Kansas",2011,"Philadelphia Phillies","Colton Murray"
"422",14,422,"JR","OF","Horizon High School (Scottsdale, AZ)",2011,"Pittsburgh Pirates","Jordan Dunatov"
"423",14,423,"JR","P","La Salle University",2011,"Seattle Mariners","Cody Weiss"
"424",14,424,"JR","P","Walters State Community College",2011,"Arizona Diamondbacks","Cody Geyer"
"425",14,425,"JR","3B","Carroll High School (Bel Air,MD)",2011,"Baltimore Orioles","Kevin Hockaday"
"426",14,426,"JR","CF","Gulf Coast Community College",2011,"Kansas City Royals","D'Andre Toney"
"427",14,427,"JR","LF","Walters State Community College",2011,"Washington Nationals","Roland Stubbs"
"428",14,428,"JR","RHP","Feather River College",2011,"Cleveland Indians","Cody Anderson"
"429",14,429,"JR","P","Pinecrest (Southern Pines,NC)",2011,"Chicago Cubs","Dillon Maples"
"430",14,430,"JR","P","Lufkin High School (Lufkin, TX)",2011,"Houston Astros","Horace Stubblefield"
"431",14,431,"JR","RHP","Florida Gulf Coast University",2011,"Milwaukee Brewers","Jacob Barnes"
"432",14,432,"JR","C","Arizona State University",2011,"New York Mets","Xorge Carrillo"
"433",14,433,"JR","P","Monterey Peninsula College",2011,"Miami Marlins","Nick Grim"
"434",14,434,"JR","SS","Southeastern Louisiana University",2011,"Los Angeles Dodgers","Justin Boudreaux"
"435",14,435,"JR","C","Memorial (Houston, TX)",2011,"Los Angeles Angels","Wayne Taylor"
"436",14,436,"JR","C","Stetson University",2011,"Oakland Athletics","Nicholas Rickles"
"437",14,437,"JR","CF","Middle Georgia College",2011,"Detroit Tigers","Patrick Smith"
"438",14,438,"JR","CF","Pepperdine University",2011,"Colorado Rockies","Brian Humphries"
"439",14,439,"JR","P","Newport High School (Bellevue, WA)",2011,"Toronto Blue Jays","Nicholas Wiper"
"440",14,440,"JR","2B","Missouri State University",2011,"St. Louis Cardinals","Kevin Medrano"
"441",14,441,"JR","3B","Oklahoma State University",2011,"Chicago White Sox","Mark Ginther"
"442",14,442,"JR","P","Cal State Bakersfield",2011,"Boston Red Sox","Michael McCarthy"
"443",14,443,"JR","P","University of Oklahoma",2011,"San Diego Padres","Burch Smith"
"444",14,444,"JR","P","South Aiken High School (Aiken, SC)",2011,"Texas Rangers","Andrew Faulkner"
"445",14,445,"JR","P","Saint Joseph's University",2011,"Cincinnati Reds","Leo Kemp"
"446",14,446,"JR","P","Vanderbilt University",2011,"Atlanta Braves","Navery Moore"
"447",14,447,"JR","3B","University of Oklahoma",2011,"San Francisco Giants","Garrett Buechele"
"448",14,448,"JR","LHP","Bonita High School (La Verne, CA)",2011,"Minnesota Twins","Adam McCreery"
"449",14,449,"JR","RHP","Dixon High School (Holly Ridge, NC)",2011,"New York Yankees","Rookie Davis"
"450",14,450,"JR","OF","Compton Community College",2011,"Tampa Bay Rays","Matt Young"
"451",14,451,"JR","3B","South Mountain Community College",2011,"Philadelphia Phillies","Trey Ford"
"452",15,452,"JR","P","Skyview (Vancouver, WA)",2011,"Pittsburgh Pirates","Kody Watts"
"453",15,453,"JR","CF","Florida State University",2011,"Seattle Mariners","Michael McGee"
"454",15,454,"JR","C","UCLA",2011,"Arizona Diamondbacks","Steven Rodriguez"
"455",15,455,"JR","P","Central Arizona College",2011,"Baltimore Orioles","Eric Wooten"
"456",15,456,"JR","1B","UCLA",2011,"Kansas City Royals","Richard Espy"
"457",15,457,"JR","SS","Louisburg College",2011,"Washington Nationals","Zachary Houchins"
"458",15,458,"JR","2B","Seminole State College",2011,"Cleveland Indians","Todd Hankins"
"459",15,459,"JR","C","Michael Power-St. Josephs (Etobicoke,ON)",2011,"Chicago Cubs","Justin Marra"
"460",15,460,"JR","1B","Oklahoma State University",2011,"Houston Astros","Zachary Johnson"
"461",15,461,"JR","P","Georgia Southern University",2011,"Milwaukee Brewers","Andrew Moye"
"462",15,462,"JR","SS","La Costa Canyon (Carlsbad,CA)",2011,"New York Mets","Phillip Evans"
"463",15,463,"JR","RF","Western Oklahoma State College",2011,"Miami Marlins","Jhiomar Veras"
"464",15,464,"JR","P","Trevecca Nazarene University",2011,"Los Angeles Dodgers","Craig Stem"
"465",15,465,"JR","CF","Boca Raton Community High School (Boca Raton, FL)",2011,"Los Angeles Angels","Dominic Jose"
"466",15,466,"JR","P","University of Kansas",2011,"Oakland Athletics","Thomas Walz"
"467",15,467,"JR","OF","Stratford Academy (Macon, GA)",2011,"Detroit Tigers","Tyler Gibson"
"468",15,468,"JR","SS","Virginia Tech",2011,"Colorado Rockies","Timothy Smalling"
"469",15,469,"JR","P","Westbury (Houston, TX)",2011,"Toronto Blue Jays","Cody Glenn"
"470",15,470,"JR","SS","Liberty University",2011,"St. Louis Cardinals","Matthew Williams"
"471",15,471,"JR","SS","James Madison University",2011,"Chicago White Sox","David Herbek"
"472",15,472,"JR","P","University of Kentucky",2011,"Boston Red Sox","Braden Kapteyn"
"473",15,473,"JR","P","California State University, Fresno",2011,"San Diego Padres","Greg Gonzalez"
"474",15,474,"JR","P","Olney Central College",2011,"Texas Rangers","Jerad Eickhoff"
"475",15,475,"JR","P","Lugoff Elgin (Lugoff,SC)",2011,"Cincinnati Reds","Joseph Dorton"
"476",15,476,"JR","P","Wofford College",2011,"Atlanta Braves","John Cornely"
"477",15,477,"JR","P","Silverado (Las Vegas, NV)",2011,"San Francisco Giants","Tyler Leslie"
"478",15,478,"JR","P","Miami-Dade College",2011,"Minnesota Twins","Josue Montanez"
"479",15,479,"JR","RF","Pitt Community College",2011,"New York Yankees","Tyler Molinaro"
"480",15,480,"JR","SS","Cibola (Yuma, AZ)",2011,"Tampa Bay Rays","Tyler Parmenter"
"481",15,481,"JR","RF","Palm Desert (Palm Desert,CA)",2011,"Philadelphia Phillies","Ryan Garvey"
"482",16,482,"JR","LHP","Sarasota High School (Sarasota, FL)",2011,"Pittsburgh Pirates","Eric Skoglund"
"483",16,483,"JR","C","University of Oregon",2011,"Seattle Mariners","Jack Marder"
"484",16,484,"JR","P","University of Hawaii",2011,"Arizona Diamondbacks","Michael Blake"
"485",16,485,"JR","P","Temple College",2011,"Baltimore Orioles","Mark Blackmar"
"486",16,486,"JR","SS","Deltona High School (Deltona, FL)",2011,"Kansas City Royals","Jack Lopez"
"487",16,487,"JR","SS","Redan High School (Stone Mountain, GA)",2011,"Washington Nationals","Deion Williams"
"488",16,488,"JR","P","McLennan Community College",2011,"Cleveland Indians","Ryan Merritt"
"489",16,489,"JR","C","Florida State University",2011,"Chicago Cubs","Raffy Lopez"
"490",16,490,"JR","P","Scottsdale Community College",2011,"Houston Astros","Scott Zuloaga"
"491",16,491,"JR","P","Holly Springs High School (Holly Springs, NC)",2011,"Milwaukee Brewers","Carlos Rodon"
"492",16,492,"JR","CF","Odessa (Odessa,TX)",2011,"New York Mets","Bradley Marquez"
"493",16,493,"JR","RHP","Bellevue College",2011,"Miami Marlins","Adrian Sampson"
"494",16,494,"JR","LF","Clemson University",2011,"Los Angeles Dodgers","Jeffrey Schaus"
